-3.5,50
-3.5,50.5
-3.5,51
-3.5,51.5
-3.5,52
-3.5,52.5
-3.5,53
-3.5,53.5
-3.5,54
-3,41
-3,41.5
-3,42
-3,42.5
-3,43
-3,43.5
-3,44
-3,44.5
-3,45
-3,45.5
-3,46
-3,46.5
-3,47
-3,47.5
-3,48
-3,48.5
-3,49
-3,49.5
-3,50
-3,50.5
-3,51
-3,51.5
-3,52
-3,52.5
-3,53
-3,53.5
-3,54
-2.5,41
-2.5,41.5
-2.5,42
-2.5,42.5
-2.5,43
-2.5,43.5
-2.5,44
-2.5,44.5
-2.5,45
-2.5,45.5
-2.5,46
-2.5,46.5
-2.5,47
-2.5,47.5
-2.5,48
-2.5,48.5
-2.5,49
-2.5,49.5
-2.5,50
-2.5,50.5
-2.5,51
-2.5,51.5
-2.5,52
-2.5,52.5
-2.5,53
-2.5,53.5
-2.5,54
-2,41
-2,41.5
-2,42
-2,42.5
-2,43
-2,43.5
-2,44
-2,44.5
-2,45
-2,45.5
-2,46
-2,46.5
-2,47
-2,47.5
-2,48
-2,48.5
-2,49
-2,49.5
-2,50
-2,50.5
-2,51
-2,51.5
-2,52
-2,52.5
-2,53
-2,53.5
-2,54
-1.5,41
-1.5,41.5
-1.5,42
-1.5,42.5
-1.5,43
-1.5,43.5
-1.5,44
-1.5,44.5
-1.5,45
-1.5,45.5
-1.5,46
-1.5,46.5
-1.5,47
-1.5,47.5
-1.5,48
-1.5,48.5
-1.5,49
-1.5,49.5
-1.5,50
-1.5,50.5
-1.5,51
-1.5,51.5
-1.5,52
-1.5,52.5
-1.5,53
-1.5,53.5
-1.5,54
-1,41
-1,41.5
-1,42
-1,42.5
-1,43
-1,43.5
-1,44
-1,44.5
-1,45
-1,45.5
-1,46
-1,46.5
-1,47
-1,47.5
-1,48
-1,48.5
-1,49
-1,49.5
-1,50
-1,50.5
-1,51
-1,51.5
-1,52
-1,52.5
-1,53
-1,53.5
-1,54
-0.5,41
-0.5,41.5
-0.5,42
-0.5,42.5
-0.5,43
-0.5,43.5
-0.5,44
-0.5,44.5
-0.5,45
-0.5,45.5
-0.5,46
-0.5,46.5
-0.5,47
-0.5,47.5
-0.5,48
-0.5,48.5
-0.5,49
-0.5,49.5
-0.5,50
-0.5,50.5
-0.5,51
-0.5,51.5
-0.5,52
-0.5,52.5
-0.5,53
-0.5,53.5
-0.5,54
0,41
0,41.5
0,42
0,42.5
0,43
0,43.5
0,44
0,44.5
0,45
0,45.5
0,46
0,46.5
0,47
0,47.5
0,48
0,48.5
0,49
0,49.5
0,50
0,50.5
0,51
0,51.5
0,52
0,52.5
0,53
0,53.5
0,54
0.5,41
0.5,41.5
0.5,42
0.5,42.5
0.5,43
0.5,43.5
0.5,44
0.5,44.5
0.5,45
0.5,45.5
0.5,46
0.5,46.5
0.5,47
0.5,47.5
0.5,48
0.5,48.5
0.5,49
0.5,49.5
0.5,50
0.5,50.5
0.5,51
0.5,51.5
0.5,52
0.5,52.5
0.5,53
0.5,53.5
0.5,54
1,41
1,41.5
1,42
1,42.5
1,43
1,43.5
1,44
1,44.5
1,45
1,45.5
1,46
1,46.5
1,47
1,47.5
1,48
1,48.5
1,49
1,49.5
1,50
1,50.5
1,51
1,51.5
1,52
1,52.5
1,53
1,53.5
1,54
1.5,41
1.5,41.5
1.5,42
1.5,42.5
1.5,43
1.5,43.5
1.5,44
1.5,44.5
1.5,45
1.5,45.5
1.5,46
1.5,46.5
1.5,47
1.5,47.5
1.5,48
1.5,48.5
1.5,49
1.5,49.5
1.5,50
1.5,50.5
1.5,51
1.5,51.5
1.5,52
1.5,52.5
1.5,53
1.5,53.5
1.5,54
2,41
2,41.5
2,42
2,42.5
2,43
2,43.5
2,44
2,44.5
2,45
2,45.5
2,46
2,46.5
2,47
2,47.5
2,48
2,48.5
2,49
2,49.5
2,50
2,50.5
2,51
2,51.5
2,52
2,52.5
2,53
2,53.5
2,54
2.5,41
2.5,41.5
2.5,42
2.5,42.5
2.5,43
2.5,43.5
2.5,44
2.5,44.5
2.5,45
2.5,45.5
2.5,46
2.5,46.5
2.5,47
2.5,47.5
2.5,48
2.5,48.5
2.5,49
2.5,49.5
2.5,50
2.5,50.5
2.5,51
2.5,51.5
2.5,52
2.5,52.5
2.5,53
2.5,53.5
2.5,54
3,41
3,41.5
3,42
3,42.5
3,43
3,43.5
3,44
3,44.5
3,45
3,45.5
3,46
3,46.5
3,47
3,47.5
3,48
3,48.5
3,49
3,49.5
3,50
3,50.5
3,51
3,51.5
3,52
3,52.5
3,53
3,53.5
3,54
3.5,41
3.5,41.5
3.5,42
3.5,42.5
3.5,43
3.5,43.5
3.5,44
3.5,44.5
3.5,45
3.5,45.5
3.5,46
3.5,46.5
3.5,47
3.5,47.5
3.5,48
3.5,48.5
3.5,49
3.5,49.5
3.5,50
3.5,50.5
3.5,51
3.5,51.5
3.5,52
3.5,52.5
3.5,53
3.5,53.5
3.5,54
4,41
4,41.5
4,42
4,42.5
4,43
4,43.5
4,44
4,44.5
4,45
4,45.5
4,46
4,46.5
4,47
4,47.5
4,48
4,48.5
4,49
4,49.5
4,50
4,50.5
4,51
4,51.5
4,52
4,52.5
4,53
4,53.5
4,54
4.5,41
4.5,41.5
4.5,42
4.5,42.5
4.5,43
4.5,43.5
4.5,44
4.5,44.5
4.5,45
4.5,45.5
4.5,46
4.5,46.5
4.5,47
4.5,47.5
4.5,48
4.5,48.5
4.5,49
4.5,49.5
4.5,50
4.5,50.5
4.5,51
4.5,51.5
4.5,52
4.5,52.5
4.5,53
4.5,53.5
4.5,54
5,41
5,41.5
5,42
5,42.5
5,43
5,43.5
5,44
5,44.5
5,45
5,45.5
5,46
5,46.5
5,47
5,47.5
5,48
5,48.5
5,49
5,49.5
5,50
5,50.5
5,51
5,51.5
5,52
5,52.5
5,53
5,53.5
5,54
5.5,41
5.5,41.5
5.5,42
5.5,42.5
5.5,43
5.5,43.5
5.5,44
5.5,44.5
5.5,45
5.5,45.5
5.5,46
5.5,46.5
5.5,47
5.5,47.5
5.5,48
5.5,48.5
5.5,49
5.5,49.5
5.5,50
5.5,50.5
5.5,51
5.5,51.5
5.5,52
5.5,52.5
5.5,53
5.5,53.5
5.5,54
6,41
6,41.5
6,42
6,42.5
6,43
6,43.5
6,44
6,44.5
6,45
6,45.5
6,46
6,46.5
6,47
6,47.5
6,48
6,48.5
6,49
6,49.5
6,50
6,50.5
6,51
6,51.5
6,52
6,52.5
6,53
6,53.5
6,54
6.5,41
6.5,41.5
6.5,42
6.5,42.5
6.5,43
6.5,43.5
6.5,44
6.5,44.5
6.5,45
6.5,45.5
6.5,46
6.5,46.5
6.5,47
6.5,47.5
6.5,48
6.5,48.5
6.5,49
6.5,49.5
6.5,50
6.5,50.5
6.5,51
6.5,51.5
6.5,52
6.5,52.5
6.5,53
6.5,53.5
6.5,54
7,41
7,41.5
7,42
7,42.5
7,43
7,43.5
7,44
7,44.5
7,45
7,45.5
7,46
7,46.5
7,47
7,47.5
7,48
7,48.5
7,49
7,49.5
7,50
7,50.5
7,51
7,51.5
7,52
7,52.5
7,53
7,53.5
7,54
7.5,41
7.5,41.5
7.5,42
7.5,42.5
7.5,43
7.5,43.5
7.5,44
7.5,44.5
7.5,45
7.5,45.5
7.5,46
7.5,46.5
7.5,47
7.5,47.5
7.5,48
7.5,48.5
7.5,49
7.5,49.5
7.5,50
7.5,50.5
7.5,51
7.5,51.5
7.5,52
7.5,52.5
7.5,53
7.5,53.5
7.5,54
8,41
8,41.5
8,42
8,42.5
8,43
8,43.5
8,44
8,44.5
8,45
8,45.5
8,46
8,46.5
8,47
8,47.5
8,48
8,48.5
8,49
8,49.5
8,50
8,50.5
8,51
8,51.5
8,52
8,52.5
8,53
8,53.5
8,54
8.5,41
8.5,41.5
8.5,42
8.5,42.5
8.5,43
8.5,43.5
8.5,44
8.5,44.5
8.5,45
8.5,45.5
8.5,46
8.5,46.5
8.5,47
8.5,47.5
8.5,48
8.5,48.5
8.5,49
8.5,49.5
8.5,50
8.5,50.5
8.5,51
8.5,51.5
8.5,52
8.5,52.5
8.5,53
8.5,53.5
8.5,54
9,41
9,41.5
9,42
9,42.5
9,43
9,43.5
9,44
9,44.5
9,45
9,45.5
9,46
9,46.5
9,47
9,47.5
9,48
9,48.5
9,49
9,49.5
9,50
9,50.5
9,51
9,51.5
9,52
9,52.5
9,53
9,53.5
9,54
9.5,41
9.5,41.5
9.5,42
9.5,42.5
9.5,43
9.5,43.5
9.5,44
9.5,44.5
9.5,45
9.5,45.5
9.5,46
9.5,46.5
9.5,47
9.5,47.5
9.5,48
9.5,48.5
9.5,49
9.5,49.5
9.5,50
9.5,50.5
9.5,51
9.5,51.5
9.5,52
9.5,52.5
9.5,53
9.5,53.5
9.5,54
10,41
10,41.5
10,42
10,42.5
10,43
10,43.5
10,44
10,44.5
10,45
10,45.5
10,46
10,46.5
10,47
10,47.5
10,48
10,48.5
10,49
10,49.5
10,50
10,50.5
10,51
10,51.5
10,52
10,52.5
10,53
10,53.5
10,54
10.5,41
10.5,41.5
10.5,42
10.5,42.5
10.5,43
10.5,43.5
10.5,44
10.5,44.5
10.5,45
10.5,45.5
10.5,46
10.5,46.5
10.5,47
10.5,47.5
10.5,48
10.5,48.5
10.5,49
10.5,49.5
10.5,50
10.5,50.5
10.5,51
10.5,51.5
10.5,52
10.5,52.5
10.5,53
10.5,53.5
10.5,54
11,41
11,41.5
11,42
11,42.5
11,43
11,43.5
11,44
11,44.5
11,45
11,45.5
11,46
11,46.5
11,47
11,47.5
11,48
11,48.5
11,49
11,49.5
11,50
11,50.5
11,51
11,51.5
11,52
11,52.5
11,53
11,53.5
11,54
